Gene stable ID	Transcript stable ID	Transcript start (bp)	Transcript end (bp)	Transcription start site (TSS)	Transcript length (including UTRs and CDS)	Strand	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene % GC content	Gene name	Gene type
YER190W	YER190W_mRNA	571480	576525	571480	5046	1	571480	576525	V	45.76	YRF1-2	protein_coding
YCR066W	YCR066W_mRNA	231500	232963	231500	1464	1	231500	232963	III	37.84	RAD18	protein_coding
YJR063W	YJR063W_mRNA	555195	555572	555195	378	1	555195	555572	X	41.27	RPA12	protein_coding
YKL084W	YKL084W_mRNA	280509	280859	280509	351	1	280509	280859	XI	41.31	HOT13	protein_coding
YPR006C	YPR006C_mRNA	567269	568996	568996	1728	-1	567269	568996	XVI	41.72	ICL2	protein_coding
YGR211W	YGR211W_mRNA	915241	916701	915241	1461	1	915241	916701	VII	42.64	ZPR1	protein_coding
YHR175W	YHR175W_mRNA	452872	453441	452872	570	1	452872	453441	VIII	40.88	CTR2	protein_coding
YDR326C	YDR326C_mRNA	1120609	1124925	1124925	4317	-1	1120609	1124925	IV	36.48	YSP2	protein_coding
YOR196C	YOR196C_mRNA	715593	716837	716837	1245	-1	715593	716837	XV	41.12	LIP5	protein_coding
YLL006W	YLL006W_mRNA	136586	137866	136586	1281	1	136586	137866	XII	38.17	MMM1	protein_coding
YPR056W	YPR056W_mRNA	671126	672142	671126	1017	1	671126	672142	XVI	37.46	TFB4	protein_coding
YOR350C	YOR350C_mRNA	992864	994855	994855	1992	-1	992864	994855	XV	35.39	MNE1	protein_coding
YOL137W	YOL137W_mRNA	65621	67114	65621	1494	1	65621	67114	XV	38.15	BSC6	protein_coding
YAR027W	YAR027W_mRNA	183770	184477	183770	708	1	183770	184477	I	37.43	UIP3	protein_coding
YBR230C	YBR230C_mRNA	679549	680050	680050	405	-1	679549	680050	II	43.23	OM14	protein_coding
YPL223C	YPL223C_mRNA	128632	129138	129138	507	-1	128632	129138	XVI	48.13	GRE1	protein_coding
YCR035C	YCR035C_mRNA	191834	193018	193018	1185	-1	191834	193018	III	38.23	RRP43	protein_coding
YGL174W	YGL174W_mRNA	174545	175345	174545	801	1	174545	175345	VII	40.07	BUD13	protein_coding
YDL033C	YDL033C_mRNA	392659	393912	393912	1254	-1	392659	393912	IV	45.61	SLM3	protein_coding
YLR443W	YLR443W_mRNA	1022625	1023971	1022625	1347	1	1022625	1023971	XII	41.13	ECM7	protein_coding
YOR122C	YOR122C_mRNA	552298	552887	552887	381	-1	552298	552887	XV	39.83	PFY1	protein_coding
YJL149W	YJL149W_mRNA	137379	139370	137379	1992	1	137379	139370	X	37.55	DAS1	protein_coding
YKL100W-A	YKL100W-A_mRNA	254159	254248	254159	90	1	254159	254248	XI	42.22		protein_coding
YOR256C	YOR256C_mRNA	808254	810683	810683	2430	-1	808254	810683	XV	36.91	TRE2	protein_coding
YAL030W	YAL030W_mRNA	87286	87752	87286	354	1	87286	87752	I	39.83	SNC1	protein_coding
YBR040W	YBR040W_mRNA	316968	317864	316968	897	1	316968	317864	II	34.89	FIG1	protein_coding
YPR010C-A	YPR010C-A_mRNA	582373	582734	582734	219	-1	582373	582734	XVI	33.98		protein_coding
YER012W	YER012W_mRNA	177835	178431	177835	597	1	177835	178431	V	39.03	PRE1	protein_coding
YKL035W	YKL035W_mRNA	369891	371390	369891	1500	1	369891	371390	XI	41.47	UGP1	protein_coding
YLR325C	YLR325C_mRNA	781143	781379	781379	237	-1	781143	781379	XII	38.82	RPL38	protein_coding
YDR398W	YDR398W_mRNA	1267471	1269402	1267471	1932	1	1267471	1269402	IV	41.77	UTP5	protein_coding
YMR201C	YMR201C_mRNA	665845	667044	667044	1116	-1	665845	667044	XIII	39.92	RAD14	protein_coding
YCR002C	YCR002C_mRNA	117380	118348	118348	969	-1	117380	118348	III	37.05	CDC10	protein_coding
YDL031W	YDL031W_mRNA	394217	397204	394217	2988	1	394217	397204	IV	38.89	DBP10	protein_coding
YMR007W	YMR007W_mRNA	279960	280340	279960	381	1	279960	280340	XIII	41.47		protein_coding
YLR080W	YLR080W_mRNA	287916	289250	287916	1335	1	287916	289250	XII	38.65	EMP46	protein_coding
YHR113W	YHR113W_mRNA	336337	337809	336337	1473	1	336337	337809	VIII	42.57	APE4	protein_coding
YFL068W	YFL068W_mRNA	53	535	53	483	1	53	535	VI	45.76		protein_coding
YLR145W	YLR145W_mRNA	432168	432773	432168	606	1	432168	432773	XII	37.95	RMP1	protein_coding
YEL016C	YEL016C_mRNA	124737	126218	126218	1482	-1	124737	126218	V	40.49	NPP2	protein_coding
YOL094C	YOL094C_mRNA	141584	142555	142555	972	-1	141584	142555	XV	39.51	RFC4	protein_coding
YIL169C	YIL169C_mRNA	23119	26106	26106	2988	-1	23119	26106	IX	45.21		protein_coding
YOR336W	YOR336W_mRNA	949773	953870	949773	4098	1	949773	953870	XV	35.97	KRE5	protein_coding
YHR085W	YHR085W_mRNA	276764	277768	276764	1005	1	276764	277768	VIII	38.71	IPI1	protein_coding
YNL002C	YNL002C_mRNA	626174	627142	627142	969	-1	626174	627142	XIV	35.81	RLP7	protein_coding
YDR354C-A	YDR354C-A_mRNA	1185139	1185282	1185282	144	-1	1185139	1185282	IV	42.36		protein_coding
YMR066W	YMR066W_mRNA	401541	404237	401541	2697	1	401541	404237	XIII	33.85	SOV1	protein_coding
YLR058C	YLR058C_mRNA	257992	259401	259401	1410	-1	257992	259401	XII	42.70	SHM2	protein_coding
YMR016C	YMR016C_mRNA	303236	305593	305593	2358	-1	303236	305593	XIII	42.62	SOK2	protein_coding
YGR288W	YGR288W_mRNA	1070293	1071714	1070293	1422	1	1070293	1071714	VII	41.14	MAL13	protein_coding
YMR031C	YMR031C_mRNA	332212	334743	334743	2532	-1	332212	334743	XIII	40.60	EIS1	protein_coding
YBR025C	YBR025C_mRNA	290681	291865	291865	1185	-1	290681	291865	II	39.58	OLA1	protein_coding
YDL077C	YDL077C_mRNA	316971	320120	320120	3150	-1	316971	320120	IV	35.78	VAM6	protein_coding
YLR210W	YLR210W_mRNA	562008	563390	562008	1383	1	562008	563390	XII	38.11	CLB4	protein_coding
YGL100W	YGL100W_mRNA	313234	314283	313234	1050	1	313234	314283	VII	41.24	SEH1	protein_coding
YBR089W	YBR089W_mRNA	425183	425782	425183	600	1	425183	425782	II	37.33		protein_coding
YDL135C	YDL135C_mRNA	218680	219288	219288	609	-1	218680	219288	IV	36.95	RDI1	protein_coding
YGL014W	YGL014W_mRNA	466141	468807	466141	2667	1	466141	468807	VII	39.03	PUF4	protein_coding
YKL027W	YKL027W_mRNA	387562	388905	387562	1344	1	387562	388905	XI	40.92	TCD2	protein_coding
tN(GUU)L	tN(GUU)L_tRNA	975983	976056	976056	74	-1	975983	976056	XII	54.05		tRNA
YGL065C	YGL065C_mRNA	379760	381271	381271	1512	-1	379760	381271	VII	36.04	ALG2	protein_coding
YDR064W	YDR064W_mRNA	579458	580452	579458	456	1	579458	580452	IV	37.99	RPS13	protein_coding
YBL060W	YBL060W_mRNA	107932	109995	107932	2064	1	107932	109995	II	37.79	YEL1	protein_coding
YGR126W	YGR126W_mRNA	745835	746527	745835	693	1	745835	746527	VII	38.82		protein_coding
YNL120C	YNL120C_mRNA	401033	401518	401518	486	-1	401033	401518	XIV	35.80		protein_coding
YOR174W	YOR174W_mRNA	658747	659601	658747	855	1	658747	659601	XV	40.58	MED4	protein_coding
YER040W	YER040W_mRNA	229795	231987	229795	2193	1	229795	231987	V	40.58	GLN3	protein_coding
YOR275C	YOR275C_mRNA	839084	841069	841069	1986	-1	839084	841069	XV	36.91	RIM20	protein_coding
YPL254W	YPL254W_mRNA	69485	70951	69485	1467	1	69485	70951	XVI	37.76	HFI1	protein_coding
YPR088C	YPR088C_mRNA	711403	713028	713028	1626	-1	711403	713028	XVI	41.88	SRP54	protein_coding
YDL072C	YDL072C_mRNA	329836	330447	330447	612	-1	329836	330447	IV	41.34	YET3	protein_coding
YDR053W	YDR053W_mRNA	560249	560644	560249	396	1	560249	560644	IV	41.16		protein_coding
YLR269C	YLR269C_mRNA	680866	681216	681216	351	-1	680866	681216	XII	35.61		protein_coding
YDL012C	YDL012C_mRNA	431108	431517	431517	324	-1	431108	431517	IV	44.39		protein_coding
YNL052W	YNL052W_mRNA	531725	532186	531725	462	1	531725	532186	XIV	45.02	COX5A	protein_coding
YDR482C	YDR482C_mRNA	1420431	1420838	1420838	408	-1	1420431	1420838	IV	51.47	CWC21	protein_coding
YMR262W	YMR262W_mRNA	793726	794667	793726	942	1	793726	794667	XIII	44.48		protein_coding
YDL070W	YDL070W_mRNA	331024	332940	331024	1917	1	331024	332940	IV	36.83	BDF2	protein_coding
YKL153W	YKL153W_mRNA	163600	164109	163600	510	1	163600	164109	XI	44.31		protein_coding
YBR209W	YBR209W_mRNA	642583	642900	642583	318	1	642583	642900	II	42.14		protein_coding
YHR160C	YHR160C_mRNA	419221	420072	420072	852	-1	419221	420072	VIII	37.79	PEX18	protein_coding
YBL054W	YBL054W_mRNA	117589	119166	117589	1578	1	117589	119166	II	41.51	TOD6	protein_coding
YLR343W	YLR343W_mRNA	816094	817761	816094	1668	1	816094	817761	XII	38.43	GAS2	protein_coding
YDR464C-A	YDR464C-A_mRNA	1392492	1392680	1392680	189	-1	1392492	1392680	IV	44.97		protein_coding
YJL117W	YJL117W_mRNA	192531	193466	192531	936	1	192531	193466	X	40.60	PHO86	protein_coding
tL(CAA)N	tL(CAA)N_tRNA	443006	443119	443006	82	1	443006	443119	XIV	46.49		tRNA
YIL005W	YIL005W_mRNA	345692	347797	345692	2106	1	345692	347797	IX	37.27	EPS1	protein_coding
YKR079C	YKR079C_mRNA	586789	589305	589305	2517	-1	586789	589305	XI	36.27	TRZ1	protein_coding
YGL188C	YGL188C_mRNA	149343	149516	149516	174	-1	149343	149516	VII	29.89		protein_coding
YDR410C	YDR410C_mRNA	1292372	1293091	1293091	720	-1	1292372	1293091	IV	37.64	STE14	protein_coding
YNL103W-A	YNL103W-A_mRNA	426719	426808	426719	90	1	426719	426808	XIV	34.44		protein_coding
YPR197C	YPR197C_mRNA	933898	934461	934461	564	-1	933898	934461	XVI	37.23		protein_coding
YNR039C	YNR039C_mRNA	697614	699431	699431	1818	-1	697614	699431	XIV	39.33	ZRG17	protein_coding
YDL114W-A	YDL114W-A_mRNA	254935	255048	254935	114	1	254935	255048	IV	34.21		protein_coding
YKR018C	YKR018C_mRNA	473723	475900	475900	2178	-1	473723	475900	XI	40.36		protein_coding
YEL026W	YEL026W_mRNA	101943	102323	101943	381	1	101943	102323	V	40.68	SNU13	protein_coding
YOR044W	YOR044W_mRNA	413007	413480	413007	474	1	413007	413480	XV	36.50	IRC23	protein_coding
YMR300C	YMR300C_mRNA	865559	867091	867091	1533	-1	865559	867091	XIII	39.73	ADE4	protein_coding
YPL073C	YPL073C_mRNA	418499	418984	418984	486	-1	418499	418984	XVI	38.27		protein_coding
YPL058C	YPL058C_mRNA	445842	450377	450377	4536	-1	445842	450377	XVI	39.09	PDR12	protein_coding
YLL015W	YLL015W_mRNA	116432	121111	116432	4680	1	116432	121111	XII	36.84	BPT1	protein_coding
YDL022C-A	YDL022C-A_mRNA	409808	410056	410056	249	-1	409808	410056	IV	40.16		protein_coding
YML082W	YML082W_mRNA	101862	103811	101862	1950	1	101862	103811	XIII	42.92		protein_coding
YKR089C	YKR089C_mRNA	605633	608365	608365	2733	-1	605633	608365	XI	39.77	TGL4	protein_coding
YKL116C	YKL116C_mRNA	221344	222900	222900	1557	-1	221344	222900	XI	39.63	PRR1	protein_coding
YGL018C	YGL018C_mRNA	459110	459664	459664	555	-1	459110	459664	VII	41.98	JAC1	protein_coding
YOR346W	YOR346W_mRNA	981828	984785	981828	2958	1	981828	984785	XV	36.34	REV1	protein_coding
YBR010W	YBR010W_mRNA	256331	256741	256331	411	1	256331	256741	II	43.31	HHT1	protein_coding
YFL045C	YFL045C_mRNA	43628	44392	44392	765	-1	43628	44392	VI	39.08	SEC53	protein_coding
tW(CCA)J	tW(CCA)J_tRNA	415931	416036	416036	72	-1	415931	416036	X	44.34		tRNA
YEL021W	YEL021W_mRNA	116167	116970	116167	804	1	116167	116970	V	43.28	URA3	protein_coding
YBR067C	YBR067C_mRNA	372103	372735	372735	633	-1	372103	372735	II	47.71	TIP1	protein_coding
tA(AGC)F	tA(AGC)F_tRNA	204924	204996	204996	73	-1	204924	204996	VI	64.38		tRNA
YLR406C-A	YLR406C-A_mRNA	932206	932355	932355	150	-1	932206	932355	XII	34.00		protein_coding
YDR432W	YDR432W_mRNA	1328783	1330027	1328783	1245	1	1328783	1330027	IV	47.87	NPL3	protein_coding
YOR014W	YOR014W_mRNA	357674	359947	357674	2274	1	357674	359947	XV	37.69	RTS1	protein_coding
YLR007W	YLR007W_mRNA	164392	165402	164392	1011	1	164392	165402	XII	41.44	NSE1	protein_coding
YBR238C	YBR238C_mRNA	695107	697302	697302	2196	-1	695107	697302	II	38.30		protein_coding
YDL152W	YDL152W_mRNA	182822	183187	182822	366	1	182822	183187	IV	36.61		protein_coding
YER076C	YER076C_mRNA	312590	313498	313498	909	-1	312590	313498	V	44.77		protein_coding
tE(CUC)D	tE(CUC)D_tRNA	1017207	1017278	1017278	72	-1	1017207	1017278	IV	58.33		tRNA
YBR047W	YBR047W_mRNA	331833	332360	331833	528	1	331833	332360	II	36.74	FMP23	protein_coding
YNL162W-A	YNL162W-A_mRNA	330329	330547	330329	219	1	330329	330547	XIV	35.62		protein_coding
YJL060W	YJL060W_mRNA	323386	324720	323386	1335	1	323386	324720	X	39.18	BNA3	protein_coding
YOL069W	YOL069W_mRNA	198942	200297	198942	1356	1	198942	200297	XV	35.99	NUF2	protein_coding
YLR323C	YLR323C_mRNA	778173	778952	778952	780	-1	778173	778952	XII	41.92	CWC24	protein_coding
YOR298C-A	YOR298C-A_mRNA	877230	877685	877685	456	-1	877230	877685	XV	46.27	MBF1	protein_coding
YNL007C	YNL007C_mRNA	618507	619565	619565	1059	-1	618507	619565	XIV	42.97	SIS1	protein_coding
YBR142W	YBR142W_mRNA	528317	530638	528317	2322	1	528317	530638	II	37.08	MAK5	protein_coding
tN(GUU)G	tN(GUU)G_tRNA	731137	731210	731137	74	1	731137	731210	VII	54.05		tRNA
YDL240C-A	YDL240C-A_mRNA	22471	22608	22608	138	-1	22471	22608	IV	35.51		protein_coding
YDL232W	YDL232W_mRNA	38487	38597	38487	111	1	38487	38597	IV	41.44	OST4	protein_coding
YHR026W	YHR026W_mRNA	160844	161485	160844	642	1	160844	161485	VIII	41.59	VMA16	protein_coding
tS(AGA)E	tS(AGA)E_tRNA	86604	86685	86604	82	1	86604	86685	V	53.66		tRNA
YDL159W-A	YDL159W-A_mRNA	172182	172313	172182	132	1	172182	172313	IV	31.82		protein_coding
YNL035C	YNL035C_mRNA	568522	569691	569691	1170	-1	568522	569691	XIV	40.00		protein_coding
YDR115W	YDR115W_mRNA	682175	682492	682175	318	1	682175	682492	IV	42.77	MRX14	protein_coding
YCL048W	YCL048W_mRNA	42165	43556	42165	1392	1	42165	43556	III	36.93	SPS22	protein_coding
YMR064W	YMR064W_mRNA	397903	399459	397903	1557	1	397903	399459	XIII	35.39	AEP1	protein_coding
YDR169C	YDR169C_mRNA	792348	793889	793889	1542	-1	792348	793889	IV	41.31	STB3	protein_coding
YBL091C	YBL091C_mRNA	47363	48628	48628	1266	-1	47363	48628	II	43.36	MAP2	protein_coding
YCR045W-A	YCR045W-A_mRNA	208751	209101	208751	351	1	208751	209101	III	52.71		protein_coding
YPR200C	YPR200C_mRNA	939279	939671	939671	393	-1	939279	939671	XVI	37.66	ARR2	protein_coding
YLL030C	YLL030C_mRNA	80356	80697	80697	342	-1	80356	80697	XII	34.80	RRT7	protein_coding
YFR009W	YFR009W_mRNA	162488	164746	162488	2259	1	162488	164746	VI	39.35	GCN20	protein_coding
YNL317W	YNL317W_mRNA	40619	42016	40619	1398	1	40619	42016	XIV	40.92	PFS2	protein_coding
YBL093C	YBL093C_mRNA	44256	44918	44918	663	-1	44256	44918	II	44.34	ROX3	protein_coding
YLR266C	YLR266C_mRNA	675619	677724	677724	2106	-1	675619	677724	XII	35.71	PDR8	protein_coding
YKL155C	YKL155C_mRNA	159456	161342	161342	1887	-1	159456	161342	XI	37.78	RSM22	protein_coding
YAR007C	YAR007C_mRNA	156754	158619	158619	1866	-1	156754	158619	I	39.50	RFA1	protein_coding
YHL048C-A	YHL048C-A_mRNA	5663	5797	5797	135	-1	5663	5797	VIII	40.00		protein_coding
YIL106W	YIL106W_mRNA	166415	167444	166415	945	1	166415	167444	IX	40.58	MOB1	protein_coding
YGL068W	YGL068W_mRNA	375087	375671	375087	585	1	375087	375671	VII	42.91	MNP1	protein_coding
YPR172W	YPR172W_mRNA	885796	886398	885796	603	1	885796	886398	XVI	39.47		protein_coding
tF(GAA)P2	tF(GAA)P2_tRNA	622540	622631	622631	73	-1	622540	622631	XVI	48.91		tRNA
YML011C	YML011C_mRNA	246895	247428	247428	534	-1	246895	247428	XIII	39.51	RAD33	protein_coding
YNL001W	YNL001W_mRNA	627456	628616	627456	1161	1	627456	628616	XIV	34.80	DOM34	protein_coding
YLL055W	YLL055W_mRNA	30109	31704	30109	1596	1	30109	31704	XII	38.66	YCT1	protein_coding
YKL214C	YKL214C_mRNA	31082	31693	31693	612	-1	31082	31693	XI	41.34	YRA2	protein_coding
YOR194C	YOR194C_mRNA	711683	712543	712543	861	-1	711683	712543	XV	39.14	TOA1	protein_coding
YER115C	YER115C_mRNA	394292	394867	394867	576	-1	394292	394867	V	41.84	SPR6	protein_coding
tL(UAA)B2	tL(UAA)B2_tRNA	347603	347686	347603	84	1	347603	347686	II	58.33		tRNA
YHR059W	YHR059W_mRNA	220108	220500	220108	393	1	220108	220500	VIII	39.19	FYV4	protein_coding
YKL039W	YKL039W_mRNA	362622	364193	362622	1572	1	362622	364193	XI	38.80	PTM1	protein_coding
YOR002W	YOR002W_mRNA	329417	331051	329417	1635	1	329417	331051	XV	38.96	ALG6	protein_coding
YDR478W	YDR478W_mRNA	1414575	1415171	1414575	597	1	1414575	1415171	IV	38.53	SNM1	protein_coding
YJL146W	YJL146W_mRNA	143292	144701	143292	1410	1	143292	144701	X	40.50	IDS2	protein_coding
YDR206W	YDR206W_mRNA	862054	864708	862054	2655	1	862054	864708	IV	37.78	EBS1	protein_coding
YOL134C	YOL134C_mRNA	70156	70545	70545	390	-1	70156	70545	XV	39.49		protein_coding
YPR108W	YPR108W_mRNA	742454	743743	742454	1290	1	742454	743743	XVI	37.67	RPN7	protein_coding
YLR278C	YLR278C_mRNA	699999	704024	704024	4026	-1	699999	704024	XII	39.72		protein_coding
YMR111C	YMR111C_mRNA	492404	493792	493792	1389	-1	492404	493792	XIII	41.40		protein_coding
YKR101W	YKR101W_mRNA	640540	642504	640540	1965	1	640540	642504	XI	36.79	SIR1	protein_coding
YMR097C	YMR097C_mRNA	459424	460527	460527	1104	-1	459424	460527	XIII	36.87	MTG1	protein_coding
YDR014W	YDR014W_mRNA	474046	475989	474046	1944	1	474046	475989	IV	33.38	RAD61	protein_coding
YER068C-A	YER068C-A_mRNA	295301	295732	295732	432	-1	295301	295732	V	38.19		protein_coding
YOR394W	YOR394W_mRNA	1082718	1083212	1082718	495	1	1082718	1083212	XV	43.23	PAU21	protein_coding
YDR457W	YDR457W_mRNA	1369790	1379596	1369790	9807	1	1369790	1379596	IV	37.25	TOM1	protein_coding
YOR017W	YOR017W_mRNA	361412	363814	361412	2403	1	361412	363814	XV	37.16	PET127	protein_coding
tE(UUC)E2	tE(UUC)E2_tRNA	354934	355005	354934	72	1	354934	355005	V	55.56		tRNA
YNL094W	YNL094W_mRNA	447611	449374	447611	1764	1	447611	449374	XIV	40.08	APP1	protein_coding
YDR083W	YDR083W_mRNA	612073	613251	612073	1179	1	612073	613251	IV	35.88	RRP8	protein_coding
YBL007C	YBL007C_mRNA	212632	216366	216366	3735	-1	212632	216366	II	43.35	SLA1	protein_coding
YKR013W	YKR013W_mRNA	463959	464948	463959	990	1	463959	464948	XI	47.68	PRY2	protein_coding
YDL171C	YDL171C_mRNA	149203	155640	155640	6438	-1	149203	155640	IV	40.04	GLT1	protein_coding
tR(ACG)J	tR(ACG)J_tRNA	233939	234011	233939	73	1	233939	234011	X	61.64		tRNA
YBL064C	YBL064C_mRNA	100371	101156	101156	786	-1	100371	101156	II	41.73	PRX1	protein_coding
YEL007W	YEL007W_mRNA	141892	143892	141892	2001	1	141892	143892	V	38.18	MIT1	protein_coding
YBL088C	YBL088C_mRNA	51019	59382	59382	8364	-1	51019	59382	II	35.81	TEL1	protein_coding
YPL127C	YPL127C_mRNA	308828	309604	309604	777	-1	308828	309604	XVI	46.20	HHO1	protein_coding
YLR033W	YLR033W_mRNA	208761	210269	208761	1509	1	208761	210269	XII	34.86	RSC58	protein_coding
YJL136C	YJL136C_mRNA	156550	157273	157273	264	-1	156550	157273	X	37.43	RPS21B	protein_coding
YDR024W	YDR024W_mRNA	491017	491502	491017	486	1	491017	491502	IV	41.36	FYV1	protein_coding
YDL004W	YDL004W_mRNA	443029	443511	443029	483	1	443029	443511	IV	39.75	ATP16	protein_coding
snR81	snR81_snoRNA	234346	234546	234346	201	1	234346	234546	XV	47.76		snoRNA
YPR002W	YPR002W_mRNA	558385	559935	558385	1551	1	558385	559935	XVI	40.04	PDH1	protein_coding
YBR023C	YBR023C_mRNA	284428	287925	287925	3498	-1	284428	287925	II	39.17	CHS3	protein_coding
YOR268C	YOR268C_mRNA	825534	825932	825932	399	-1	825534	825932	XV	45.61		protein_coding
YLR271W	YLR271W_mRNA	682737	683561	682737	825	1	682737	683561	XII	36.12	CMG1	protein_coding
YGR177C	YGR177C_mRNA	848829	850436	850436	1608	-1	848829	850436	VII	40.49	ATF2	protein_coding
YHL039W	YHL039W_mRNA	21783	23540	21783	1758	1	21783	23540	VIII	36.41	EFM1	protein_coding
YGR296W	YGR296W_mRNA	1084864	1090591	1084864	5580	1	1084864	1090591	VII	44.76	YRF1-3	protein_coding
Q0075	Q0075_mRNA	24156	25255	24156	1065	1	24156	25255	Mito	18.64	AI5_BETA	protein_coding
YGR068C	YGR068C_mRNA	625324	627084	627084	1761	-1	625324	627084	VII	44.46	ART5	protein_coding
YOR142W	YOR142W_mRNA	593057	594046	593057	990	1	593057	594046	XV	41.82	LSC1	protein_coding
YLR096W	YLR096W_mRNA	332590	336033	332590	3444	1	332590	336033	XII	39.55	KIN2	protein_coding
YHL043W	YHL043W_mRNA	14901	15413	14901	513	1	14901	15413	VIII	39.96	ECM34	protein_coding
YKR042W	YKR042W_mRNA	519527	520624	519527	1098	1	519527	520624	XI	50.46	UTH1	protein_coding
YHR024C	YHR024C_mRNA	157744	159192	159192	1449	-1	157744	159192	VIII	42.65	MAS2	protein_coding
YDR065W	YDR065W_mRNA	580687	581784	580687	1098	1	580687	581784	IV	34.97	RRG1	protein_coding
YKL191W	YKL191W_mRNA	81035	82639	81035	1605	1	81035	82639	XI	45.73	DPH2	protein_coding
YMR110C	YMR110C_mRNA	490394	491992	491992	1599	-1	490394	491992	XIII	37.21	HFD1	protein_coding
YGR217W	YGR217W_mRNA	924696	930815	924696	6120	1	924696	930815	VII	37.61	CCH1	protein_coding
YGR035W-A	YGR035W-A_mRNA	557565	557786	557565	222	1	557565	557786	VII	37.39		protein_coding
YLR234W	YLR234W_mRNA	609783	611753	609783	1971	1	609783	611753	XII	48.60	TOP3	protein_coding
YBR002C	YBR002C_mRNA	241708	242568	242568	861	-1	241708	242568	II	42.16	RER2	protein_coding
YMR157C	YMR157C_mRNA	571277	572044	572044	768	-1	571277	572044	XIII	39.06	AIM36	protein_coding
YPL266W	YPL266W_mRNA	39121	40077	39121	957	1	39121	40077	XVI	40.54	DIM1	protein_coding
YLR296W	YLR296W_mRNA	722978	723304	722978	327	1	722978	723304	XII	39.14		protein_coding
YBR246W	YBR246W_mRNA	711591	712754	711591	1164	1	711591	712754	II	39.95	RRT2	protein_coding
YOR379C	YOR379C_mRNA	1050726	1051064	1051064	339	-1	1050726	1051064	XV	43.07		protein_coding
YGL167C	YGL167C_mRNA	187616	190468	190468	2853	-1	187616	190468	VII	38.07	PMR1	protein_coding
YJR161C	YJR161C_mRNA	742848	743999	743999	1152	-1	742848	743999	X	38.54	COS5	protein_coding
YGR050C	YGR050C_mRNA	592086	592442	592442	357	-1	592086	592442	VII	40.90		protein_coding
YPL081W	YPL081W_mRNA	404950	406044	404950	594	1	404950	406044	XVI	38.72	RPS9A	protein_coding
YPL225W	YPL225W_mRNA	126006	126446	126006	441	1	126006	126446	XVI	36.28		protein_coding
YJR140C	YJR140C_mRNA	690750	695696	695696	4947	-1	690750	695696	X	36.55	HIR3	protein_coding
YER070W	YER070W_mRNA	298950	301616	298950	2667	1	298950	301616	V	40.83	RNR1	protein_coding
YDL034W	YDL034W_mRNA	391783	392127	391783	345	1	391783	392127	IV	43.77		protein_coding
YLR262C	YLR262C_mRNA	668244	668891	668891	648	-1	668244	668891	XII	36.11	YPT6	protein_coding
YGR187C	YGR187C_mRNA	870232	871416	871416	1185	-1	870232	871416	VII	36.29	HGH1	protein_coding
YBR147W	YBR147W_mRNA	536575	537465	536575	891	1	536575	537465	II	37.15	RTC2	protein_coding
YOR330C	YOR330C_mRNA	939621	943385	943385	3765	-1	939621	943385	XV	41.06	MIP1	protein_coding
YPL155C	YPL155C_mRNA	257216	259336	259336	2121	-1	257216	259336	XVI	42.34	KIP2	protein_coding
YGL169W	YGL169W_mRNA	186059	187339	186059	1281	1	186059	187339	VII	39.81	SUA5	protein_coding
YIL149C	YIL149C_mRNA	63028	68067	68067	5040	-1	63028	68067	IX	35.10	MLP2	protein_coding
YIL147C	YIL147C_mRNA	69791	73453	73453	3663	-1	69791	73453	IX	38.74	SLN1	protein_coding
YJL221C	YJL221C_mRNA	16767	18536	18536	1770	-1	16767	18536	X	42.88	IMA4	protein_coding
YCL069W	YCL069W_mRNA	9706	11082	9706	1377	1	9706	11082	III	39.36	VBA3	protein_coding
YML074C	YML074C_mRNA	120089	121324	121324	1236	-1	120089	121324	XIII	42.07	FPR3	protein_coding
